city,city_ascii,state_id,,,county_name,lat,lng,population
Sherwood,Sherwood,MI,,,Branch,41.9997,-85.2394,388
Bolivar,Bolivar,PA,,,Westmoreland,40.3952,-79.1521,388
Wilmore,Wilmore,PA,,,Cambria,40.3873,-78.7172,388
Ogilvie,Ogilvie,MN,,,Kanabec,45.8301,-93.4232,388
Depew,Depew,OK,,,Creek,35.7969,-96.5302,388
Avon,Avon,AL,,,Houston,31.1797,-85.279,388
Rosser,Rosser,TX,,,Kaufman,32.4648,-96.4431,388
Smithton,Smithton,PA,,,Westmoreland,40.1538,-79.7424,388
Naylor,Naylor,MO,,,Ripley,36.5744,-90.6055,388
Simpson,Simpson,NC,,,Pitt,35.5753,-77.279,388
Eskridge,Eskridge,KS,,,Wabaunsee,38.8595,-96.1049,388
Casey,Casey,IA,,,Guthrie,41.5075,-94.5214,387
Greenville,Greenville,CA,,,Plumas,40.1336,-120.9454,387
Hawk Cove,Hawk Cove,TX,,,Hunt,32.884,-96.0833,387
Verlot,Verlot,WA,,,Snohomish,48.1003,-121.7679,387
Franklin,Franklin,WV,,,Pendleton,38.6452,-79.3332,387
Hardesty,Hardesty,OK,,,Texas,36.6148,-101.1936,387
Emigrant,Emigrant,MT,,,Park,45.3755,-110.7465,387
Phelps,Phelps,KY,,,Pike,37.509,-82.1605,387
Madison,Madison,MO,,,Monroe,39.4735,-92.2117,387
Everest,Everest,KS,,,Brown,39.677,-95.4248,387
Oak Glen,Oak Glen,CA,,,San Bernardino,34.0448,-116.9497,387
Tower Hill,Tower Hill,IL,,,Shelby,39.3868,-88.9592,387
Dawson,Dawson,PA,,,Fayette,40.0474,-79.657,387
Otter Lake,Otter Lake,MI,,,Lapeer,43.2138,-83.4595,387
Vallonia,Vallonia,IN,,,Jackson,38.8461,-86.0991,387
Allenhurst,Allenhurst,NJ,,,Monmouth,40.2362,-74.0017,387
Kelley,Kelley,IA,,,Story,41.951,-93.6656,386
Ford Cliff,Ford Cliff,PA,,,Armstrong,40.7608,-79.5358,386
Keswick,Keswick,VA,,,Albemarle,38.0127,-78.3613,386
Ewing,Ewing,NE,,,Holt,42.2594,-98.3438,386
Broadview,Broadview,NM,,,Cibola,35.2257,-107.8761,386
Cross Timbers,Cross Timbers,MO,,,Hickory,38.0242,-93.2294,386
Mauricetown,Mauricetown,NJ,,,Cumberland,39.292,-75.0097,386
Unionville,Unionville,MT,,,Lewis and Clark,46.5456,-112.0799,386
Paxville,Paxville,SC,,,Clarendon,33.739,-80.3586,386
Haydenville,Haydenville,OH,,,Hocking,39.4807,-82.3238,386
Prairie City,Prairie City,IL,,,McDonough,40.621,-90.4649,386
Sunburst,Sunburst,MT,,,Toole,48.878,-111.9051,386
Parryville,Parryville,PA,,,Carbon,40.8243,-75.6701,386
Symsonia,Symsonia,KY,,,Graves,36.9211,-88.5227,386
Meridian,Meridian,CA,,,Sutter,39.1405,-121.9078,386
West Dunbar,West Dunbar,WV,,,Kanawha,38.3725,-81.7558,385
Clayton,Clayton,LA,,,Concordia,31.7226,-91.5373,385
Darwin,Darwin,MN,,,Meeker,45.0969,-94.4137,385
Sadieville,Sadieville,KY,,,Scott,38.3883,-84.549,385
Grahamtown,Grahamtown,MD,,,Allegany,39.6448,-78.9225,385
Gypsum,Gypsum,KS,,,Saline,38.7058,-97.4266,385
Madison,Madison,PA,,,Westmoreland,40.2455,-79.6748,385
Bricelyn,Bricelyn,MN,,,Faribault,43.5607,-93.8131,385
Rosewood,Rosewood,OH,,,Champaign,40.2174,-83.9634,385
Parkhill,Parkhill,PA,,,Cambria,40.3612,-78.8709,385
Gallatin,Gallatin,TX,,,Cherokee,31.8969,-95.152,384
West Okoboji,West Okoboji,IA,,,Dickinson,43.3489,-95.1635,384
Wall Lane,Wall Lane,AZ,,,Yuma,32.6573,-114.7105,384
Empire,Empire,MI,,,Leelanau,44.8126,-86.0594,384
Danwood,Danwood,SC,,,Florence,34.0903,-79.7695,384
Shartlesville,Shartlesville,PA,,,Berks,40.5135,-76.1017,384
Oakview,Oakview,MO,,,Clay,39.2086,-94.5704,384
Yankee Hill,Yankee Hill,CA,,,Butte,39.7007,-121.5147,384
Traver,Traver,CA,,,Tulare,36.454,-119.4838,384
Jewett,Jewett,OH,,,Harrison,40.3681,-81.0031,384
Jumpertown,Jumpertown,MS,,,Prentiss,34.7079,-88.6619,384
Yantis,Yantis,TX,,,Wood,32.9305,-95.5761,384
Dow City,Dow City,IA,,,Crawford,41.9275,-95.4944,384
Casar,Casar,NC,,,Cleveland,35.5127,-81.6168,384
Huntleigh,Huntleigh,MO,,,St. Louis,38.6131,-90.4091,384
Odum,Odum,GA,,,Wayne,31.6665,-82.0269,384
Goshen,Goshen,NJ,,,Cape May,39.1465,-74.8524,384
Arapahoe,Arapahoe,NC,,,Pamlico,35.0215,-76.826,384
Kilbourne,Kilbourne,LA,,,West Carroll,32.9971,-91.3139,384
Tiger,Tiger,GA,,,Rabun,34.8458,-83.433,384
Sandia Park,Sandia Park,NM,,,Bernalillo,35.1649,-106.3657,383
Williamsburg,Williamsburg,KS,,,Franklin,38.4807,-95.4681,383
Bicknell,Bicknell,UT,,,Wayne,38.3406,-111.5442,383
Bucklin,Bucklin,MO,,,Linn,39.7837,-92.8879,383
Tippecanoe,Tippecanoe,IN,,,Marshall,41.2089,-86.115,383
Ryan,Ryan,IA,,,Delaware,42.3524,-91.4849,383
Limestone,Limestone,NY,,,Cattaraugus,42.0229,-78.6331,383
Lockridge,Lockridge,IA,,,Jefferson,40.9936,-91.7507,383
Round Lake,Round Lake,MN,,,Nobles,43.5373,-95.4701,383
Silex,Silex,MO,,,Lincoln,39.1254,-91.0574,383
Fenwick Island,Fenwick Island,DE,,,Sussex,38.4604,-75.0542,383
Cameron,Cameron,IL,,,Warren,40.8875,-90.5164,383
Gopher Flats,Gopher Flats,OR,,,Umatilla,45.6658,-118.7225,383
Burlington Junction,Burlington Junction,MO,,,Nodaway,40.4466,-95.0667,383
Mineral Point,Mineral Point,MO,,,Washington,37.9455,-90.7246,383
Weippe,Weippe,ID,,,Clearwater,46.3787,-115.9396,382
Duncombe,Duncombe,IA,,,Webster,42.4698,-93.9968,382
Ione,Ione,WA,,,Pend Oreille,48.74,-117.4215,382
Letts,Letts,IA,,,Louisa,41.3301,-91.2354,382
Dowelltown,Dowelltown,TN,,,DeKalb,36.0125,-85.9426,382
Bonaparte,Bonaparte,IA,,,Van Buren,40.7012,-91.8006,382
Creedmoor,Creedmoor,TX,,,Travis,30.0739,-97.7372,382
Fredonia,Fredonia,PA,,,Mercer,41.3219,-80.2581,382
Donahue,Donahue,IA,,,Scott,41.6916,-90.6747,382
Fanshawe,Fanshawe,OK,,,Le Flore,34.9738,-94.8543,382
Bayside,Bayside,TX,,,Refugio,28.0966,-97.2109,382
Pinecroft,Pinecroft,PA,,,Blair,40.5652,-78.352,382
Armington,Armington,IL,,,Tazewell,40.3397,-89.3144,382
Hayti Heights,Hayti Heights,MO,,,Pemiscot,36.2311,-89.7682,382
Virginville,Virginville,PA,,,Berks,40.5191,-75.8638,382
Lake Almanor West,Lake Almanor West,CA,,,Plumas,40.2336,-121.2021,382
Gordon,Gordon,AL,,,Houston,31.1436,-85.0925,382
Manzanola,Manzanola,CO,,,Otero,38.1088,-103.8668,382
Lake Sherwood,Lake Sherwood,WI,,,Adams,44.2057,-89.7942,382
Juda,Juda,WI,,,Green,42.59,-89.5092,382
New Church,New Church,VA,,,Accomack,37.9826,-75.5291,382
Bennetts Switch,Bennetts Switch,IN,,,Miami,40.5872,-86.1099,381
Philadelphia,Philadelphia,IN,,,Hancock,39.7814,-85.8455,381
Hebron,Hebron,WI,,,Jefferson,42.9232,-88.6916,381
Tolchester,Tolchester,MD,,,Kent,39.2219,-76.2349,381
North Hodge,North Hodge,LA,,,Jackson,32.2845,-92.7171,381
Holyrood,Holyrood,KS,,,Ellsworth,38.5876,-98.4119,381
Mansfield,Mansfield,GA,,,Newton,33.518,-83.7348,381
Fayetteville,Fayetteville,IL,,,St. Clair,38.3778,-89.7966,381
Windsor,Windsor,NJ,,,Mercer,40.2465,-74.5814,381
Arrowsmith,Arrowsmith,IL,,,McLean,40.4493,-88.6321,381
Firth,Firth,ID,,,Bingham,43.3057,-112.1834,381
New Ross,New Ross,IN,,,Montgomery,39.9646,-86.7142,381
Dennard,Dennard,AR,,,Van Buren,35.7491,-92.5388,381
Evergreen,Evergreen,NC,,,Columbus,34.4149,-78.9114,381
Callender,Callender,IA,,,Webster,42.3616,-94.2955,381
Hatteras,Hatteras,NC,,,Dare,35.2176,-75.6872,381
Orient,Orient,IL,,,Franklin,37.9176,-88.9773,380
Alto Pass,Alto Pass,IL,,,Union,37.5737,-89.3192,380
Readstown,Readstown,WI,,,Vernon,43.4485,-90.759,380
Hollandale,Hollandale,MN,,,Freeborn,43.7598,-93.2043,380
Verdunville,Verdunville,WV,,,Logan,37.8532,-82.0603,380
Talco,Talco,TX,,,Titus,33.3628,-95.1034,380
Merna,Merna,NE,,,Custer,41.4852,-99.7611,380
Mount Lena,Mount Lena,MD,,,Washington,39.554,-77.6219,380
Ontario,Ontario,WI,,,Vernon,43.7222,-90.5941,380
Cooperstown,Cooperstown,PA,,,Venango,41.4998,-79.8736,380
Belle Rive,Belle Rive,IL,,,Jefferson,38.2317,-88.7405,380
Bernice,Bernice,OK,,,Delaware,36.6217,-94.9118,380
Miranda,Miranda,CA,,,Humboldt,40.2289,-123.8173,380
Northmoor,Northmoor,MO,,,Platte,39.1845,-94.6054,380
Ojo Amarillo,Ojo Amarillo,NM,,,San Juan,36.6942,-108.3704,380
Hewlett Bay Park,Hewlett Bay Park,NY,,,Nassau,40.6346,-73.6953,380
Rockhill,Rockhill,PA,,,Huntingdon,40.241,-77.8995,380
Reddington,Reddington,IN,,,Jackson,39.0326,-85.8328,380
Juarez,Juarez,TX,,,Cameron,26.2009,-97.7296,380
Mildred,Mildred,PA,,,Sullivan,41.4781,-76.3783,380
Pedricktown,Pedricktown,NJ,,,Salem,39.7658,-75.4085,380
Industry,Industry,PA,,,Allegheny,40.2665,-79.7936,379
Hudson,Hudson,WY,,,Fremont,42.9028,-108.5819,379
Hermitage,Hermitage,AR,,,Bradley,33.4474,-92.1714,379
Sumner,Sumner,NE,,,Dawson,40.949,-99.5081,379
Clyman,Clyman,WI,,,Dodge,43.3116,-88.7232,379
Dunfermline,Dunfermline,IL,,,Fulton,40.4917,-90.0323,379
Curtiss,Curtiss,WI,,,Clark,44.9521,-90.435,379
Halfway,Halfway,OR,,,Baker,44.8781,-117.1097,379
Dayville,Dayville,CT,,,Northeastern Connecticut,41.8443,-71.8823,379
Brimley,Brimley,MI,,,Chippewa,46.406,-84.5786,379
Dover,Dover,NC,,,Craven,35.2155,-77.4338,379
Jane,Jane,MO,,,McDonald,36.5403,-94.3078,379
Delanson,Delanson,NY,,,Schenectady,42.7474,-74.1841,379
Cromwell,Cromwell,MN,,,Carlton,46.6795,-92.8731,379
Lakeside Woods,Lakeside Woods,CT,,,Western Connecticut,41.5548,-73.484,379
Plummer,Plummer,MN,,,Red Lake,47.9151,-96.0416,379
Plainfield,Plainfield,IA,,,Bremer,42.8447,-92.5359,379
Gustine,Gustine,TX,,,Comanche,31.8457,-98.4025,379
Tyndall AFB,Tyndall AFB,FL,,,Bay,30.0856,-85.6075,379
Friendsville,Friendsville,MD,,,Garrett,39.6624,-79.4044,379
Glen,Glen,MS,,,Alcorn,34.8585,-88.4199,379
New Troy,New Troy,MI,,,Berrien,41.879,-86.5475,379
Montvale,Montvale,VA,,,Bedford,37.3865,-79.7252,379
Donaldson,Donaldson,PA,,,Schuylkill,40.6363,-76.4056,379
Farwell,Farwell,PA,,,Clinton,41.3336,-77.7173,378
Grays Prairie,Grays Prairie,TX,,,Kaufman,32.4734,-96.3502,378
Madaket,Madaket,MA,,,Nantucket,41.2826,-70.1855,378
Artesia,Artesia,MS,,,Lowndes,33.4164,-88.6424,378
Mondamin,Mondamin,IA,,,Harrison,41.71,-96.0215,378
Ovid,Ovid,CO,,,Sedgwick,40.9609,-102.3883,378
Gayville,Gayville,SD,,,Yankton,42.8889,-97.1738,378
Fortine,Fortine,MT,,,Lincoln,48.7723,-114.9008,378
Goshen,Goshen,AL,,,Pike,31.7182,-86.1242,378
Pierron,Pierron,IL,,,Bond,38.7772,-89.5645,378
Creekside,Creekside,KY,,,Jefferson,38.2914,-85.5701,378
Kistler,Kistler,WV,,,Logan,37.7656,-81.8578,378
Pymatuning South,Pymatuning South,PA,,,Crawford,41.5067,-80.4702,378
Eagle,Eagle,PA,,,Chester,40.0764,-75.6855,378
Cedar Lake,Cedar Lake,OK,,,Canadian,35.4276,-98.193,378
Edna,Edna,CA,,,San Luis Obispo,35.2108,-120.606,378
Rock City,Rock City,IL,,,Stephenson,42.4129,-89.4715,378
West Manchester,West Manchester,OH,,,Preble,39.9034,-84.6263,378
McGuffey,McGuffey,OH,,,Hardin,40.6928,-83.7859,378
Hopkins,Hopkins,MO,,,Nodaway,40.5511,-94.8169,378
Chilcoot-Vinton,Chilcoot-Vinton,CA,,,Plumas,39.8067,-120.1388,377
Carmen,Carmen,OK,,,Alfalfa,36.5791,-98.4579,377
Wharton,Wharton,OH,,,Wyandot,40.8613,-83.4648,377
Tazlina,Tazlina,AK,,,Copper River,62.0536,-145.4363,377
New Vienna,New Vienna,IA,,,Dubuque,42.5478,-91.1138,377
Sale City,Sale City,GA,,,Mitchell,31.2626,-84.0214,377
Springfield,Springfield,AR,,,Conway,35.2729,-92.5549,377
Joy,Joy,IL,,,Mercer,41.1969,-90.8788,377
Rothbury,Rothbury,MI,,,Oceana,43.5199,-86.3588,377
Poynor,Poynor,TX,,,Henderson,32.0793,-95.5924,377
Marble,Marble,NC,,,Cherokee,35.177,-83.9265,377
New River,New River,VA,,,Pulaski,37.1408,-80.593,377
Bradshaw,Bradshaw,NE,,,York,40.8835,-97.7468,377
Whites Landing,Whites Landing,OH,,,Erie,41.4308,-82.8957,377
Hector,Hector,AR,,,Pope,35.4646,-92.9759,377
Kimberton,Kimberton,PA,,,Chester,40.1306,-75.5743,377
Bakersfield,Bakersfield,VT,,,Franklin,44.7821,-72.8032,377
Henlawson,Henlawson,WV,,,Logan,37.9,-81.982,376
Wauhillau,Wauhillau,OK,,,Adair,35.8643,-94.7605,376
Phillips,Phillips,NE,,,Hamilton,40.8977,-98.2142,376
Donaldson,Donaldson,AR,,,Hot Spring,34.235,-92.9195,376
Melvin,Melvin,IL,,,Ford,40.5709,-88.2471,376
Shickley,Shickley,NE,,,Fillmore,40.4165,-97.7241,376
Winslow,Winslow,IL,,,Stephenson,42.4929,-89.7948,376
Gause,Gause,TX,,,Milam,30.7874,-96.7224,376
Scotts Mills,Scotts Mills,OR,,,Marion,45.041,-122.6689,376
Holloway,Holloway,OH,,,Belmont,40.1621,-81.1313,376
Grinnell,Grinnell,KS,,,Gove,39.1266,-100.6311,376
Pine Forest,Pine Forest,TX,,,Orange,30.1757,-94.0367,376
Audubon,Audubon,MN,,,Becker,46.8645,-95.9841,376
Tall Timber,Tall Timber,CO,,,Boulder,40.0151,-105.3498,376
Sparland,Sparland,IL,,,Marshall,41.0295,-89.441,375
Lorimor,Lorimor,IA,,,Union,41.1268,-94.0569,375
Moline,Moline,KS,,,Elk,37.3637,-96.3025,375
Cedar Hill,Cedar Hill,TN,,,Robertson,36.5512,-87.001,375
Lore City,Lore City,OH,,,Guernsey,39.9832,-81.46,375
Pineland,Pineland,FL,,,Lee,26.6642,-82.1477,375
Fort Duchesne,Fort Duchesne,UT,,,Uintah,40.2809,-109.8774,375
Gridley,Gridley,KS,,,Coffey,38.1007,-95.8826,375
Quenemo,Quenemo,KS,,,Osage,38.5801,-95.5266,375
Luther,Luther,MI,,,Lake,44.0386,-85.6827,375
Waldo,Waldo,OH,,,Marion,40.4598,-83.0848,375
Bridgeport,Bridgeport,CA,,,Mono,38.2561,-119.2123,374
Higginsport,Higginsport,OH,,,Brown,38.79,-83.9673,374
Blum,Blum,TX,,,Hill,32.1419,-97.3972,374
Nashville,Nashville,OH,,,Holmes,40.5961,-82.1129,374
Hillcrest Heights,Hillcrest Heights,FL,,,Polk,27.8083,-81.5695,374
Tusayan,Tusayan,AZ,,,Coconino,35.9549,-112.1202,374
Conicville,Conicville,VA,,,Shenandoah,38.8296,-78.69,374
Forest Hills,Forest Hills,KY,,,Jefferson,38.2158,-85.5834,374
Calvin,Calvin,OK,,,Hughes,34.9662,-96.2496,374
Sublette,Sublette,IL,,,Lee,41.6438,-89.231,374
Emden,Emden,IL,,,Logan,40.2982,-89.4851,374
South Bethlehem,South Bethlehem,PA,,,Armstrong,40.9991,-79.3395,374
Libertyville,Libertyville,IA,,,Jefferson,40.9582,-92.0496,373
Mingo,Mingo,IA,,,Jasper,41.7662,-93.2825,373
Cobb,Cobb,WI,,,Iowa,42.9661,-90.3296,373
Unity,Unity,WI,,,Marathon,44.8511,-90.3131,373
Peterson,Peterson,IA,,,Clay,42.9176,-95.3434,373
Sacramento,Sacramento,KY,,,McLean,37.416,-87.2678,373
Cornfields,Cornfields,AZ,,,Apache,35.6515,-109.6756,373
Kings Point,Kings Point,MT,,,Lake,47.7633,-114.1499,373
Jamesville,Jamesville,NC,,,Martin,35.8122,-76.9002,373
Shidler,Shidler,OK,,,Osage,36.7806,-96.6599,373
Castor,Castor,LA,,,Bienville,32.2549,-93.166,373
Lynchburg,Lynchburg,SC,,,Lee,34.06,-80.077,373
Meadowview Estates,Meadowview Estates,KY,,,Jefferson,38.2227,-85.6353,373
McVeytown,McVeytown,PA,,,Mifflin,40.4981,-77.7415,373
Latexo,Latexo,TX,,,Houston,31.3892,-95.4724,373
Laceyville,Laceyville,PA,,,Wyoming,41.6457,-76.1589,373
Essex,Essex,MO,,,Stoddard,36.8119,-89.8627,373
Rader Creek,Rader Creek,MT,,,Jefferson,45.8456,-112.3161,373
Woodbury,Woodbury,PA,,,Bedford,40.2255,-78.366,372
Pine Valley,Pine Valley,UT,,,Washington,37.3904,-113.5061,372
Mill Village,Mill Village,PA,,,Erie,41.8775,-79.9726,372
Frohna,Frohna,MO,,,Perry,37.6375,-89.6197,372
Ione,Ione,OR,,,Morrow,45.5029,-119.822,372
Devers,Devers,TX,,,Liberty,30.0287,-94.586,372
Rock Island Arsenal,Rock Island Arsenal,IL,,,Rock Island,41.5169,-90.5409,372
Advance,Advance,MI,,,Charlevoix,45.2161,-85.0807,372
Coloma,Coloma,CA,,,El Dorado,38.8026,-120.8946,372
Salem,Salem,GA,,,Upson,32.7588,-84.1933,372
Mansión del Sol,Mansion del Sol,PR,,,Toa Baja,18.4371,-66.1937,372
Mount Pleasant,Mount Pleasant,MS,,,Marshall,34.954,-89.5256,372
Walker,Walker,MO,,,Vernon,37.8989,-94.2307,371
Rock Island,Rock Island,TX,,,Colorado,29.5189,-96.5702,371
South Prairie,South Prairie,WA,,,Pierce,47.1373,-122.0939,371
Fairview,Fairview,MO,,,Newton,36.8172,-94.0866,371
Maribel,Maribel,WI,,,Manitowoc,44.2775,-87.8025,371
Steely Hollow,Steely Hollow,OK,,,Cherokee,35.9877,-94.9456,371
Lakeland Shores,Lakeland Shores,MN,,,Washington,44.9478,-92.7612,371
Bowlegs,Bowlegs,OK,,,Seminole,35.1473,-96.6693,371
Arkansaw,Arkansaw,WI,,,Pepin,44.6334,-92.022,371
Natoma,Natoma,KS,,,Osborne,39.1885,-99.0241,371
Enon Valley,Enon Valley,PA,,,Lawrence,40.8559,-80.4565,371
Toms Brook,Toms Brook,VA,,,Shenandoah,38.9465,-78.44,371
Grimes,Grimes,CA,,,Colusa,39.0741,-121.8988,371
Albion,Albion,ID,,,Cassia,42.4098,-113.5806,371
Kawela Bay,Kawela Bay,HI,,,Honolulu,21.6991,-158.0026,371
Revloc,Revloc,PA,,,Cambria,40.4914,-78.7637,371
Vernon,Vernon,CA,,,Los Angeles,34.0019,-118.2105,371
Hillsboro,Hillsboro,TN,,,Coffee,35.4085,-85.9639,370
Neola,Neola,UT,,,Duchesne,40.4343,-110.0309,370
Cary,Cary,MS,,,Sharkey,32.8056,-90.9247,370
Maxwell,Maxwell,NM,,,Colfax,36.5411,-104.5431,370
Powers,Powers,MI,,,Menominee,45.6878,-87.5266,370
Honomu,Honomu,HI,,,Hawaii,19.8697,-155.1123,370
Adams Run,Adams Run,SC,,,Charleston,32.7219,-80.3465,370
Oliver,Oliver,WI,,,Douglas,46.6493,-92.1885,370
Calhoun,Calhoun,MO,,,Henry,38.4683,-93.6251,369
Cuba,Cuba,AL,,,Sumter,32.441,-88.3755,369
Newcomb,Newcomb,NM,,,San Juan,36.2852,-108.7116,369
Vandalia,Vandalia,MI,,,Cass,41.9189,-85.9143,369
Roachester,Roachester,OH,,,Warren,39.3538,-84.0988,369
Yellow Pine,Yellow Pine,ID,,,Valley,44.9623,-115.488,369
McIntosh,McIntosh,FL,,,Marion,29.4494,-82.2211,369
Laurelton,Laurelton,PA,,,Union,40.8815,-77.2024,369
Sheep Springs,Sheep Springs,NM,,,San Juan,36.1593,-108.6905,369
Osborn,Osborn,MO,,,DeKalb,39.7496,-94.3566,369
Versailles,Versailles,IL,,,Brown,39.8842,-90.6587,369
Eastport,Eastport,MI,,,Antrim,45.1112,-85.3518,369
Granton,Granton,WI,,,Clark,44.5886,-90.4614,368
Amsterdam,Amsterdam,OH,,,Jefferson,40.4718,-80.9217,368
Eagle Bend,Eagle Bend,MS,,,Warren,32.5227,-91.0229,368
Romeo,Romeo,CO,,,Conejos,37.1718,-105.9854,368
Ernest,Ernest,PA,,,Indiana,40.6782,-79.1645,368
Vina,Vina,AL,,,Franklin,34.3757,-88.0602,368
Osyka,Osyka,MS,,,Pike,31.0072,-90.4719,368
Protivin,Protivin,IA,,,Howard,43.2167,-92.089,368
La Grange,La Grange,WY,,,Goshen,41.6387,-104.1629,368
West Stewartstown,West Stewartstown,NH,,,Coos,44.9907,-71.5311,368
Fairwater,Fairwater,WI,,,Fond du Lac,43.7424,-88.868,368
Benton,Benton,CA,,,Mono,37.8189,-118.4845,368
Tetonia,Tetonia,ID,,,Teton,43.8147,-111.1586,368
Echo Hills,Echo Hills,CO,,,Clear Creek,39.6748,-105.4134,368
North Omak,North Omak,WA,,,Okanogan,48.444,-119.4459,368
Grand Beach,Grand Beach,MI,,,Berrien,41.774,-86.7887,368
West Logan,West Logan,WV,,,Logan,37.8679,-81.9907,368
Ryderwood,Ryderwood,WA,,,Cowlitz,46.375,-123.0441,367
Liberty,Liberty,TN,,,DeKalb,36.0046,-85.9779,367
Kennebec,Kennebec,SD,,,Lyman,43.9035,-99.8619,367
Reynolds,Reynolds,ND,,,Traill,47.6685,-97.106,367
Clay Center,Clay Center,OH,,,Ottawa,41.5731,-83.3641,367
Vansant,Vansant,VA,,,Buchanan,37.2359,-82.0961,367
Gadsden,Gadsden,TN,,,Crockett,35.7768,-88.9861,367
Plymouth,Plymouth,NE,,,Jefferson,40.3024,-96.9886,367
Senecaville,Senecaville,OH,,,Guernsey,39.9348,-81.4595,367
Riverside,Riverside,OR,,,Umatilla,45.6768,-118.7368,367
Caryville,Caryville,FL,,,Washington,30.7753,-85.812,367
Coyote Flats,Coyote Flats,TX,,,Johnson,32.3528,-97.2944,367
East Dunseith,East Dunseith,ND,,,Rolette,48.8547,-100.0285,367
Old Brownsboro Place,Old Brownsboro Place,KY,,,Jefferson,38.2892,-85.6132,367
South Solon,South Solon,OH,,,Madison,39.7374,-83.6127,367
Melrose,Melrose,OH,,,Paulding,41.0887,-84.42,367
Goldston,Goldston,NC,,,Chatham,35.5929,-79.3286,367
Reyno,Reyno,AR,,,Randolph,36.3609,-90.759,367
Greentop,Greentop,MO,,,Schuyler,40.3508,-92.5657,367
Earl,Earl,NC,,,Cleveland,35.1954,-81.534,367
East Side,East Side,PA,,,Carbon,41.0621,-75.7595,367
Fairdealing,Fairdealing,MO,,,Ripley,36.6616,-90.6083,367
Chamisal,Chamisal,NM,,,Taos,36.1725,-105.7459,367
Friant,Friant,CA,,,Fresno,36.9848,-119.713,367
Ekalaka,Ekalaka,MT,,,Carter,45.8897,-104.5506,366
Sutcliffe,Sutcliffe,NV,,,Washoe,39.9461,-119.6305,366
Forest Hills,Forest Hills,NC,,,Jackson,35.2958,-83.1955,366
Eden,Eden,ID,,,Jerome,42.6053,-114.209,366
Sims,Sims,NC,,,Wilson,35.7596,-78.0598,366
McDermott,McDermott,OH,,,Scioto,38.8343,-83.0584,366
Zayante,Zayante,CA,,,Santa Cruz,37.0892,-122.0409,366
Port William,Port William,OH,,,Clinton,39.5525,-83.7853,366
Staatsburg,Staatsburg,NY,,,Dutchess,41.854,-73.9233,366
Dunn Center,Dunn Center,ND,,,Dunn,47.3527,-102.6233,366
Downing,Downing,MO,,,Schuyler,40.4873,-92.3689,366
Twin,Twin,AL,,,Marion,33.9978,-87.8497,366
Lyman,Lyman,NE,,,Scotts Bluff,41.9177,-104.0373,366
Prague,Prague,NE,,,Saunders,41.3094,-96.8082,366
Kukuihaele,Kukuihaele,HI,,,Hawaii,20.1195,-155.5654,366
Stinson Beach,Stinson Beach,CA,,,Marin,37.9026,-122.6501,366
New Village,New Village,NJ,,,Warren,40.7184,-75.0773,366
Burns,Burns,WY,,,Laramie,41.1909,-104.359,365
Clarington,Clarington,OH,,,Monroe,39.7763,-80.8647,365
Roann,Roann,IN,,,Wabash,40.9111,-85.9247,365
Hatton,Hatton,AL,,,Lawrence,34.5611,-87.4136,365
Cherry Grove,Cherry Grove,OR,,,Washington,45.4508,-123.2482,365
Fayetteville,Fayetteville,TX,,,Fayette,29.9063,-96.6758,365
Claremont,Claremont,VA,,,Surry,37.2273,-76.9666,365
Almira,Almira,WA,,,Lincoln,47.7105,-118.9369,365
Beaver Creek,Beaver Creek,MT,,,Hill,48.5437,-109.8068,365
Canadohta Lake,Canadohta Lake,PA,,,Crawford,41.8176,-79.8364,365
Mahtowa,Mahtowa,MN,,,Carlton,46.5616,-92.6279,365
Scandinavia,Scandinavia,WI,,,Waupaca,44.4608,-89.1461,365
Mason,Mason,IL,,,Effingham,38.9537,-88.6257,365
Chancellor,Chancellor,SD,,,Turner,43.3719,-96.9875,365
Douglassville,Douglassville,TX,,,Cass,33.1917,-94.3519,365
Stoystown,Stoystown,PA,,,Somerset,40.1031,-78.9547,365
Cash,Cash,AR,,,Craighead,35.8013,-90.9315,365
Pulaski,Pulaski,IA,,,Davis,40.6942,-92.2739,365
Wilcox,Wilcox,PA,,,Elk,41.5726,-78.6869,365
Niobrara,Niobrara,NE,,,Knox,42.7499,-98.0317,365
Maitland,Maitland,PA,,,Mifflin,40.6242,-77.5019,365
Mission,Mission,WI,,,Jackson,44.3454,-90.7631,365
Rock Cave,Rock Cave,WV,,,Upshur,38.8404,-80.3375,364
Greeleyville,Greeleyville,SC,,,Williamsburg,33.5801,-79.9901,364
Wheaton,Wheaton,MO,,,Barry,36.7616,-94.0569,364
Centennial,Centennial,WY,,,Albany,41.3005,-106.1355,364
Hindsboro,Hindsboro,IL,,,Douglas,39.6847,-88.1347,364
Trivoli,Trivoli,IL,,,Peoria,40.6975,-89.8891,364
Steamboat,Steamboat,AZ,,,Apache,35.7535,-109.8504,364
Brunersburg,Brunersburg,OH,,,Defiance,41.3075,-84.3919,364
Donnelsville,Donnelsville,OH,,,Clark,39.9155,-83.943,364
Eureka,Eureka,NV,,,Eureka,39.5112,-115.9658,364
Manistee Lake,Manistee Lake,MI,,,Kalkaska,44.7841,-85.0211,364
Bond,Bond,MS,,,Stone,30.897,-89.1637,364
Farmersburg,Farmersburg,IA,,,Clayton,42.9593,-91.3667,364
Avon,Avon,NC,,,Dare,35.3465,-75.5069,364
